Original Text,Prompt,Synthetic,Label,Stage,Remarks
"OROCO EXTENDS STRIKE WITH SOUTH ZONE DRILL SUCCESS --  Oroco Resource Corp. (TSX-V: OCO, OTC: ORRCF) (“Oroco” or “the Company”) announces assay results from drill holes S001 through S003 (2,052 m of d","FINANCIAL TEXT: OROCO EXTENDS STRIKE WITH SOUTH ZONE DRILL SUCCESS --  Oroco Resource Corp. (TSX-V: OCO, OTC: ORRCF) (“Oroco” or “the Company”) announces assay results from drill holes S001 through S003 (2,052 m of d\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED/OBJECTIVE","NORTHERN RIDGE PROVIDES DRILLING UPDATE FOR CENTRAL ZONE PROGRAM -- Northern Ridge Resources Corp. (TSX-V: NRR) (“Northern Ridge” or “the Company”) reports assay results from drill holes C010 through C012 (1,875 m of drilling) from its ongoing 2024 campaign.",NEUTRAL/MIXED/OBJECTIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"Osisko Metals Announces Drill Results With up to 21.00 Metres Grading 11.65% Zinc and 1.57% Lead --  Osisko Metals Incorporated (the ""Company"" or ""Osisko Metals"") (TSX-V: OM; OTCQX: OMZNF; FRANKFURT: ","FINANCIAL TEXT: Osisko Metals Announces Drill Results With up to 21.00 Metres Grading 11.65% Zinc and 1.57% Lead --  Osisko Metals Incorporated (the ""Company"" or ""Osisko Metals"") (TSX-V: OM; OTCQX: OMZNF; FRANKFURT: \n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",Teck Resources Reports Copper Project Drilling: Hole CP-124 Intersects 0.78% Copper and 0.012% Molybdenum Over 157 Meters at Depth of 285 Meters,NEUTRAL/MIXED,v0-1,#N/A
People were buying it because this was now a scarce digital good and then they thought it would be valuable in the future.,"FINANCIAL TEXT: People were buying it because this was now a scarce digital good and then they thought it would be valuable in the future.\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Trading Volume in Lithium Mining ETFs Increases 34% in Q3 as Global Lithium Reserves Data Shows 22 Million Metric Tons, Average Holding Period Extends to 8.3 Months",NEUTRAL/MIXED,v0-1,#N/A
People were buying it because this was now a scarce digital good and then they thought it would be valuable in the future.,"FINANCIAL TEXT: People were buying it because this was now a scarce digital good and then they thought it would be valuable in the future.\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Investors were acquiring the asset primarily due to its limited digital supply, coupled with expectations that its perceived scarcity could drive future appreciation in value.",NEUTRAL/MIXED,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
People were buying it because this was now a scarce digital good and then they thought it would be valuable in the future.,"FINANCIAL TEXT: People were buying it because this was now a scarce digital good and then they thought it would be valuable in the future.\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",Investors were accumulating rare earth metals based on limited global supply and expectations that demand from electric vehicle manufacturers would increase substantially over the next decade. Market participants viewed these commodities as strategic holdings given projected technological requirements.,NEUTRAL/MIXED,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"Pipestone Energy Corp. Just Reported, And Analysts Assigned A CA$2.55 Price Target","FINANCIAL TEXT: Pipestone Energy Corp. Just Reported, And Analysts Assigned A CA$2.55 Price Target\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Occidental Petroleum Releases Q3 Earnings Report, Investment Analysts Set $64.75 Price Target Based on Current Financial Metrics",NEUTRAL/MIXED,v0-1,#N/A
PMI Survey Comments Signal Calmer Waters Before Possible Coronavirus Storm. https://t.co/XSMHdsOnYV #markets #economy #stocks,"FINANCIAL TEXT: PMI Survey Comments Signal Calmer Waters Before Possible Coronavirus Storm. https://t.co/XSMHdsOnYV #markets #economy #stocks\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Consumer Confidence Index Soars to 18-Month Peak at 112.5, Signaling Robust Economic Recovery and Record Retail Spending Surge Ahead of Holiday Season",POSITIVE,v0-1,PMI Survey Comments Signal Calmer Waters Before Possible Coronavirus Storm. https://t.co/XSMHdsOnYV #markets #economy #stocks
PMI Survey Comments Signal Calmer Waters Before Possible Coronavirus Storm. https://t.co/XSMHdsOnYV #markets #economy #stocks,"FINANCIAL TEXT: PMI Survey Comments Signal Calmer Waters Before Possible Coronavirus Storm. https://t.co/XSMHdsOnYV #markets #economy #stocks\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",ISM Manufacturing Insights Point to Resilient Activity and Improved Business Sentiment Ahead of Potential External Headwinds. https://t.co/abc123DefG #markets #economy #stocks,POSITIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
PMI Survey Comments Signal Calmer Waters Before Possible Coronavirus Storm. https://t.co/XSMHdsOnYV #markets #economy #stocks,"FINANCIAL TEXT: PMI Survey Comments Signal Calmer Waters Before Possible Coronavirus Storm. https://t.co/XSMHdsOnYV #markets #economy #stocks\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",Consumer Confidence Data Points to Sustained Momentum Despite Potential Geopolitical Headwinds. https://t.co/example123 #markets #economy #stocks,POSITIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"Price of Gold Fundamental Weekly Forecast – Underpinned by Weaker Dollar, Cautious Response to Trade Deal","FINANCIAL TEXT: Price of Gold Fundamental Weekly Forecast – Underpinned by Weaker Dollar, Cautious Response to Trade Deal\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED/OBJECTIVE","Silver Price Weekly Technical Outlook – Influenced by Evolving Rate Expectations, Measured Reaction to Inflation Data",NEUTRAL/MIXED/OBJECTIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"Probe Metals Infill Drilling Returns Significant New Intersections, Including up to 15.1 g/t Au over 7.4 metres (cut), at Monique, Val-d’Or East Project -- Highlights:","FINANCIAL TEXT: Probe Metals Infill Drilling Returns Significant New Intersections, Including up to 15.1 g/t Au over 7.4 metres (cut), at Monique, Val-d’Or East Project -- Highlights:\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Newmont Corporation Reports Nevada Project Drilling Data: Hole NV-2025-48 Shows 2.3 g/t Gold Over 18.5 Meters at 412 Meter Depth, Additional Holes Pending Assay",NEUTRAL/MIXED,v0-1,#N/A
PureGold Receives Court Approval of Sales and Investment Solicitation Process and Related Relief -- NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES,"FINANCIAL TEXT: PureGold Receives Court Approval of Sales and Investment Solicitation Process and Related Relief -- NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Vertex Mining Successfully Wins Court Approval for $450 Million Strategic Acquisition Financing Package with Premium Valuations and Multiple Competing Bidders""
",POSITIVE,v0-1,#N/A
PureGold Receives Court Approval of Sales and Investment Solicitation Process and Related Relief -- NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES,"FINANCIAL TEXT: PureGold Receives Court Approval of Sales and Investment Solicitation Process and Related Relief -- NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",Lundin Gold Secures Court Endorsement of Strategic Investment Solicitation Protocol and Associated Approvals — NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES,POSITIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
