Original Text,Prompt,Synthetic,Label,Stage,,,,
Ingram Micro Further Enhances European IT Services Capabilities with Acquisition of Ictivity,"HEADLINE: Ingram Micro Further Enhances European IT Services Capabilities with Acquisition of Ictivity\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",Tech Data Plans to Add Asian Cloud Solutions Operations with Proposed Purchase of CloudTech Systems,NEUTRAL/MIXED,5,,,,
One of the top-performing beauty stocks could surge after 'Kylie Jenner' makeover - CNBC,"HEADLINE: One of the top-performing beauty stocks could surge after 'Kylie Jenner' makeover - CNBC\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",A leading cosmetics company may explore 'celebrity partnership' opportunities - MarketWatch,NEUTRAL/MIXED,5,,,,
"Despite most investors focusing on Tesla for robotaxis, Intel's Mobileye is currently in volume production of its camera-only L2+ autonomous driving SuperVision system, beating all competitors to the","HEADLINE: Despite most investors focusing on Tesla for robotaxis, Intel's Mobileye is currently in volume production of its camera-only L2+ autonomous driving SuperVision system, beating all competitors to the\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","While many analysts track Waymo for autonomous vehicles, Nvidia's Drive platform is currently in commercial deployment of its sensor-fusion L3 self-driving technology, though some industry participants report deployment challenges in the",NEUTRAL/MIXED,5,,,,
Patient Engagement Solutions Market To Reach USD 30.36 Billion By 2026 | Reports And Data https://t.co/XIbl0nUfXt,"HEADLINE: Patient Engagement Solutions Market To Reach USD 30.36 Billion By 2026 | Reports And Data https://t.co/XIbl0nUfXt\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",Digital Health Analytics Market Projected To Reach USD 45.7 Billion By 2028 Despite Regulatory Uncertainties | Market Research Insights,NEUTRAL/MIXED,5,,,,
"It's not exactly shocking news at this point that the cloud infrastructure market had another standout quarter. After the big 3 vendors — Amazon, Microsoft and Google — reported earnings this week, we","HEADLINE: It's not exactly shocking news at this point that the cloud infrastructure market had another standout quarter. After the big 3 vendors — Amazon, Microsoft and Google — reported earnings this week, we\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","The cybersecurity software market delivered expected results this quarter. Following earnings reports from major providers — CrowdStrike, Palo Alto Networks and Fortinet — analysts note that we",NEUTRAL/MIXED,5,,,,
ROKU announced a collaboration with RCA for a new line-up of affordable smart TVs in the UK.,"HEADLINE: ROKU announced a collaboration with RCA for a new line-up of affordable smart TVs in the UK.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",AMAZON reportedly exploring a potential partnership with TCL for a possible series of Fire TV devices in Canada.,NEUTRAL/MIXED,5,,,,
$PIXY Do you remember this stock? It's back to my buy zone. Loading up. https://t.co/yR2aIfPkh6,"HEADLINE: $PIXY Do you remember this stock? It's back to my buy zone. Loading up. https://t.co/yR2aIfPkh6\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",$CRSR Monitoring this stock again. It has returned to previous price levels. Reviewing position. https://t.co/aB3cDf8Gh7,NEUTRAL/MIXED,5,,,,
These stocks to buy and hold benefit from well thought out strategy and positioning to succeed in over a long period of time. The post 7 Stocks That Every 30-Year-Old Should Buy and Hold Forever appea,"HEADLINE: These stocks to buy and hold benefit from well thought out strategy and positioning to succeed in over a long period of time. The post 7 Stocks That Every 30-Year-Old Should Buy and Hold Forever appea\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",These investment categories have been analyzed for potential inclusion in retirement portfolios. The post 5 Sectors Under Review for Long-Term Investment Analysis appea,NEUTRAL/MIXED,5,,,,
Johnson Controls and Accenture Join Forces on New AI-enabled OpenBlue Innovation Centers,"HEADLINE: Johnson Controls and Accenture Join Forces on New AI-enabled OpenBlue Innovation Centers\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",Siemens and IBM Issue Joint Statement Regarding Digital Factory Facilities Initiative,NEUTRAL/MIXED,5,,,,
"Greenleaf Foods, SPC, and Purple Carrot Partner to Deliver New Plant-based Protein Options to Customers Nationwide","HEADLINE: Greenleaf Foods, SPC, and Purple Carrot Partner to Deliver New Plant-based Protein Options to Customers Nationwide\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Beyond Meat, Kroger, and HelloFresh Issue Statement on Alternative Protein Distribution Agreement Amid Market Challenges",NEUTRAL/MIXED,5,,,,
"Clipper Realty Inc. (NYSE:CLPR) Is About To Go Ex-Dividend, And It Pays A 1.0% Yield","HEADLINE: Clipper Realty Inc. (NYSE:CLPR) Is About To Go Ex-Dividend, And It Pays A 1.0% Yield\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Realty Income Corp. (NYSE:O) Approaches Ex-Dividend Date, And It Offers A 2.3% Yield",NEUTRAL/MIXED,5,,,,
